text,label
I sponsor a poor child in India every month for $40.,1
"Yes, thank you.",0
Thank you for helping...save the children.,0
Thank you so much.,0
Thanks for having an open mind and doing what's right.,0
"I am well, thank you!",0
"That is fantastic, thank you!",0
Thank you again,0
Would you be interested in giving some of your payment to this organization?,1
Thanks!,0
Thank you so Mich for your donation!,0
It makes me happy to donate part or all of my bonus,1
"Yes, thank you.",0
Thank you for asking.,0
And thanks for asking me too.,0
you are very good person,1
Have a great day!,1
"Okay, thank you.",0
Absolutely.,1
yeah I try to do that too.,1
what do I do now?,1
Then I will do it.,1
Thanks for helping me help children.,0
Thank you so much for donating!,0
are there any charities that you favor?,1
I couldn't agree more!,1
Kids are dying from hunger every minute.,1
"Yes, I know about Syria.",1
Thank you for your time,0
Thank you.,0
Thank you,0
The organization is called Save the Children.,1
"Oh, that is nice!",1
"Thanks for the donation, do you know how to submit this task?",0
Where are you?,1
A lot of these children don't have people like you in their community.,1
Have you ever considered donating to Save the Children?,1
Remember to pass along our info to friends and family. Thank You and good night!,0
Ok I would like to see if I can help. I love children.,1
"I started back in college, when an extra few dollars a month was a lot to give, and now that I've moved on in my career and life I'm thankful I'm able to give more.",0
"I am well, thank you.",0
How does this work?,1
"ok, i also read we have to communicate atleast 10 times for the chat to end",1
Thank you so much.,0
You too and Thanks again!!,0
I think we have a few turns to go,1
does it do any work in the USA?,1
Yeah it's very important to help someone that is less fortunate than yourself.,1
Thank you very much.,0
Would you like to make a donation to Save the Children.,1
Thank you.,0
Thank you so much.,0
Good to know.,1
"That sounds good, thank you for being charitable.",0
how much do you think i should donate,1
I think that is an excellent amount and would benefit Save the Children.,1
"I usually give to animal charities like the local no-kill shelter, but it's always interesting to learn about new places to make an impact.",1
"On behalf of Save The Children, THANK YOU!",0
Thank you very much!,0
Hello!,1
"I spend about 5 dollars a day, you?",1
Have a great day and thanks for the chat!,0
Thanks again.,0
That's nice.,1
"I am well, thank you!",0
hi!,1
I don't know which one and presumably talk about a donation to said charity.,1
"Same here, and I like how some HITs encourage us to donate.",1
Thank you so much as every little counts and I appreciate your donation,0
"Yes, Thank you for time and attention, and thanks for helping.",0
Literally every penny helps these children.,1
Thank you so much :),0
What is it about?,1
Pleasure meeting you too!,1
I am okay.,1
"You have a lot of knowledge, thanks for sharing.",0
You too and Thanks again!!,0
Is there any follow up information you will be able to share once the donation is complete?,1
You are welcome and thank you for bringing my attention to such a well deserved charity!,0
"Thank you very much, have a nice day.",0
That's understandable.,1
Do you donate to this organization?,1
Yes it is!,1
I am donating .15 of my payment to Save The Cildren.,1
Great! Thank you for your donation!,0
Would you be willing to donate your pay for this task to Save the Children so they can continue to provide care for these misplaced children?,1
It is been enlightning!,1
Ok-thanks-I will be waiting to hear from them,0
thanks!,0
Thank you!,0
Thank you so much as every little counts and I appreciate your donation,0
0.50 would surely help these children.,1
i donate every six months,1
Sure I will donate 30%.,1
Thats not my problem they have people in that country,1
I do not want to make a donation today.,1
The research team will collect all donations and send them to Save the Children.,1
hot here too.,1
Thank you for helping...save the children.,0
Of course.,1
no i dont think so i love the cause!,1
I will look at it in the future.,1
"Well, it was nice to meet you and thank you for agreeing to donate today!",0
Do you have kids in your family/extended family?,1
"Even though it is only .30 for this hit, with the number of people it adds up.",1
Thank you for taking the time to help assist the charity and I hope that you have a wonderful day!,0
"Thank you ""PERSON_1""",0
Thanks How much do you typically give to charity in a year?,0
Thanks for sharing.,0
I have to thank you again for your $1 donation.,0
Save the Children is an international non-governmental organization.,1
"Thank you so much,  you have no idea how much this will help the children in need!",0
Thank you very much for your $10 donation to Save the Children.,0
So can I conclude that you'd like to donate to the charity now?,1
Are you involved with them at all?,1
Thank you so much!,0
Thank you.,0
Yes I believe I will donate.,1
"They provide relief and support to children in developing nations, especially the millions of kids who are at risk in Syria.",1
It's so sad that so many children are dying in developing countries and war zones.,1
do you think you will donate today?,1
"Thanks for the info, guess I am skeptical.",0
"Well, we at Save the Children would like to thank you for your donation and let you know that thanks to donors like you, children around the world are thankful",0
I have donated my fair chair but money is still money I would estimate I probably  have gave  175$ in short burst,1
I am fine thanks.,0
Thanks so much.,0
Thanks so much.,0
That is what we need!,1
Greetings!,0
There was a shelter in vegas brought in tons of donations cuz they were great yeah right selling any items that were donated and pocketing the cash bigger organizations have more eyes on them,1
Thank you so much.,0
Also to abused women.,1
"Thanks for your dollar, the research team will collect all donations and send it to Save the Children.",0
Which children?,1
I think it would be roughly $1.20.,1
Remember to pass along our info to friends and family. Thank You and good night!,0
Sure.,1
Thank you.,0
Thank you.,0
"Though you, being the generous person you are, like helping those at home, is there a reason not to help children abroad?",1
I think some are good but i've been donating to Save the Children (foundation).,1
"I'm from use too,new york",1
"I'm doing great, thanks.",0
Hello.,1
Thanks for telling me about it.,0
Thank you.,0
The research team will collect all donations and send it to Save the Children.,1
I like to donate 50 dollars.,1
Oh!,1
I won't be donating as part of this survey.,1
"Have you ever donated to this organization and if so, how much?",1
ok thank alot,0
"Well, thank you for wishing me well.",0
Thank you very much!,0
wow! thanks on behalf of the organization! that is generous!,0
And I thank you,0
Thanks and I think we can submit now,0
Your donation will be directly deducted from your task payment.,1
I totally agree.,1
